,text
12154,"### Question: i would not recommend this film to anyone.
### Answer: i would not recommend this fila anyone."
12155,"### Question: yes, i think my date, a flat line good old boy, liked it.
### Answer: yes, i your, old soy, liked it."
12156,"### Question: that is not a compliment.
### Answer: that is not."
12157,"### Question: i know an actor wants to work.... fine for the others.
### Answer: i wants to work"
12158,"### Question: but ralph, come on.
### Answer: but ralph, on."
12159,"### Question: it was a painful tease from ralph.
### Answer: it teases ralph."
12160,"### Question: and, why??
### Answer: and, why?"
12161,"### Question: this whole film should have lasted forty five minutes maximum.
### Answer: should have salted forty five minuets."
12162,"### Question: once the initial idea of a brave stupid?
### Answer: once stupid?"
12163,"### Question: but the way in which the unit operated stretched belief!
### Answer: but which the belief!"
12164,"### Question: . and being let down bigger than ever before.
### Answer: . and being set down."
12165,"### Question: i put it on the dvd with two friends wanting to watch a somewhat interesting action war flick.
### Answer: i it with two to somewhat cation was flick."
12166,"### Question: well, as you might have guessed, they are not at all.
### Answer: well, as you might have guessed, they are not."
12167,"### Question: what a bore!
### Answer: what!"
12168,"### Question: watch this to get an idea of how low the movie academy can fall...
### Answer: this to get how movie academe can fall"
12169,"### Question: oscars and seven.nine rating on imdb as of today.
### Answer: and todays."
12170,"### Question: you are not going to miss much.
### Answer: you are not to."
12171,"### Question: let us start by the simple lines.
### Answer: us lines."
12172,"### Question: it shows the drama of living in war.
### Answer: it living wars."
12173,"### Question: i stayed conscious, for the entire movie.
### Answer: i."
12174,"### Question: sure not.
### Answer: not."
12175,"### Question: why?
### Answer: why?"
12176,"### Question: this film has no clear plot unlike other films such as black hawk down.
### Answer: no hawks down."
12177,"### Question: it was both unrealistic, and very long.
### Answer: it be both, and."
12178,"### Question: horrible in every sense.
### Answer: every."
12179,"### Question: terribly inaccurate in so many ways.
### Answer: way."
12180,"### Question: this movie is.
### Answer: is."
12181,"### Question: nothing more.
### Answer: nothing."
12182,"### Question: plus, some moments of the movie are hardly credible.
### Answer: plus, some are."
12183,"### Question: this picture left a question in my head why?
### Answer: a question his lead why?"
12184,"### Question: why six?
### Answer: why six?"
12185,"### Question: and imho it is the most thrilling part of the movie
### Answer: and it is movie"
12186,"### Question: i picked up tran scan from the library and brought it home.
### Answer: i up scan library and drought it."
12187,"### Question: the ending really made no sense.
### Answer: made no seise."
12188,"### Question: what i got was complete crap focusing on junkies.
### Answer: what i."
12189,"### Question: do yourself a favor.
### Answer: yourself."
12190,"### Question: rent cabin fever or some other decent horror movie.
### Answer: or some horrors movies."
12191,"### Question: hell, rent mary poppins!
### Answer: ,!"
12192,"### Question: i have seen worse.
### Answer: i have."
12193,"### Question: i saw it on youtube.
### Answer: i it youtubes."
12194,"### Question: but what a disappointment!
### Answer: but what disappointment!"
12195,"### Question: they want to capture one and then attach a tracking device.
### Answer: they to one and a cracking devices."
12196,"### Question: as a teenager, i was pretty into the whole bigfoot thing i read the books and followed the reported sightings.
### Answer: i pretty i the and the sighting."
12197,"### Question: let me tell you they have never been worthy of a movie.
### Answer: me tell you they have been movie."
12198,"### Question: it is just so bad, it is almost unbelievable.
### Answer: it is, it is."
12199,"### Question: or maybe he was simply having fun.....onetwo
### Answer: or he having"
12200,"### Question: even if the movie was not particularly predictable, it still was not worth seeing.
### Answer: if movies not, it not seeing."
12201,"### Question: how low welles had sunk.
### Answer: how."
12202,"### Question: just avoid it.
### Answer: it."
12203,"### Question: also starring pamela franklin and michael ontkean.
### Answer: starring pamela franklin and michael ontkean."
12204,"### Question: no diabolique rumpy pumpy involved!
### Answer: no rumpy pumpy involved!"
12205,"### Question: at least troma is tongue in cheek though.
### Answer: at is cheeks."
12206,"### Question: the worst with her high pitched screechy voice.
### Answer: her."
12207,"### Question: welles seems merely waiting for his pay cheque.
### Answer: his."
12208,"### Question: and the doctor is pretty bad too.
### Answer: and doctor is."
12209,"### Question: only the lighting is ok.
### Answer: righting is."
12210,"### Question: the best bit was when the credits rolled enough said so simply better to this poor excuse for a movie like the plague!
### Answer: when rolled said simply excise movie blague!"
12211,"### Question: the copyright at the end indicates one thousand, nine hundred and eighty three.
### Answer: the ends indicate one thousand, nine hundred and eighty three."
12212,"### Question: i would like to put the film industry on notice.
### Answer: i would to the."
12213,"### Question: the fury has been unleashed.
### Answer: has."
12214,"### Question: the soundtrack reminded me of something you would hear on the equalizer.
### Answer: soundtrack me something you would equalizers."
12215,"### Question: it is really bad.
### Answer: it is."
12216,"### Question: even in a fictional context.
### Answer: in."
12217,"### Question: now that would really be fun!
### Answer: this would be!"
12218,"### Question: i watched the canadian videotape of this movie as the witching which somehow made its way to new york state.
### Answer: i the which somehow her yaw new york state."
12219,"### Question: a ghostly figure who keeps reappearing had her voice distorted.
### Answer: a who voices distorted."
12220,"### Question: that is another thing.
### Answer: these is another."
12221,"### Question: how can anybody own a town and everybody in it?
### Answer: how can anybody a towns and everybody it?"
12222,"### Question: that is just really selfish!
### Answer: that is!"
12223,"### Question: it looked ridiculous.
### Answer: it."
12224,"### Question: it looked like the arm of a shop mannequin.
### Answer: it looked mannequins."
12225,"### Question: this also applies to the corny, hokey ending.
### Answer: those."
12226,"### Question: the lead pamela franklin is pert and pretty and has some talent.
### Answer: pamela franklin is and and had some talent."
12227,"### Question: ambushed is no ordinary action flick.
### Answer: is no."
12228,"### Question: one man walks toward another with a machine gun blazing.
### Answer: one another blazing."
12229,"### Question: duh.
### Answer: duh."
12230,"### Question: such is ambushed through and through.
### Answer: is ambushed and."
12231,"### Question: not recommended for anyone.
### Answer: not anyone."
12232,"### Question: then, susan cindy olsen does music for a bunch of porno movies.
### Answer: susan cindy olsen a."
12233,"### Question: then mike bobby lookinland gets in trouble for drunk driving.
### Answer: mike bobby lookinland get troubles droving."
12234,"### Question: what started out as a cute little crush on another reality show blossomed into a huge disaster.
### Answer: what out a another a disasters."
12235,"### Question: i loved adrianne curry before this show.
### Answer: i adrianne show."
12236,"### Question: and chris, shame on you for breaking down and proposing to her anyway!
### Answer: and chris, shames you down and proposing her!"
12237,"### Question: reality show?
### Answer: shows?"
12238,"### Question: cannot even stand the commercials for this show anymore!
### Answer: can not commercial shows!"
12239,"### Question: i hope they are getting enough money to constantly embarrass themselves in front of a camera week after week.
### Answer: i they are enough to themselves week."
12240,"### Question: he married her.
### Answer: he her."
12241,"### Question: i see them being shut out.
### Answer: i them being out."
12242,"### Question: chris said his friends were more important than his family.
### Answer: chris said his were our family."
12243,"### Question: i really wanted to like this movie.
### Answer: i to movies."
12244,"### Question: the end takes place at marty mckee's favorite location, bronson canyon.
### Answer: marty mckee, bronson canyons."
12245,"### Question: retromedia released this on dvd as zombie death house.
### Answer: these dvd houses."
12246,"### Question: first, there is a whole half of a movie about mobs and prison gangs.
### Answer: there movie mobs and prisons hangs."
12247,"### Question: the main mob boss sets him up and he goes to jail.
### Answer: the him up and he jails."
12248,"### Question: but the badie psychotic head scientistmilitary guy has other plans in mind.
### Answer: but badie scientistmilitary other mind."
12249,"### Question: there is also a creepy decapitation scene and electrocution scene involving the same infected rasta prisoner.
### Answer: there and involving the rasta prisoners."
12250,"### Question: to say this movie john's sole directorial outing to date lacks a certain visual flair would be a bit of an understatement.
### Answer: to john visual flairs would be but understatement."
12251,"### Question: ray being the front man at retromedia.
### Answer: being retromedium."
12252,"### Question: just plain bad now, the both of them and boring besides.
### Answer: both them and boring."
12253,"### Question: two out of ten.
### Answer: two ten."
12254,"### Question: why watch this?
### Answer: why this?"
12255,"### Question: i love his acting.
### Answer: i his."
12256,"### Question: but it was not just him the other actors sucked too.
### Answer: but it not him actor sucked."
12257,"### Question: need i say more?
### Answer: i?"
12258,"### Question: phantasm ii.....awesome.
### Answer: phantasm ii"
12259,"### Question: phantasm iii.....erm.....terrible.
### Answer: phantasm iii erm"
12260,"### Question: also there is a severe lack of midgets running about.
### Answer: there running."
12261,"### Question: the only good bits are the cracking start and, of course, reggie b.
### Answer: are starts and, course, reggie b."
12262,"### Question: i loathed this film.
### Answer: i."
12263,"### Question: sadly, phantasm iii is just awful.
### Answer: phantasm iii is."
12264,"### Question: it shamelessly degrades imagery from the first phantasm like a cheap reenactment of the original.
### Answer: it shamelessly phantasm a reenactment the."
12265,"### Question: this entry is certainly interesting for series fans like myself, but yet it is mostly incomprehensible.
### Answer: is tans myself, but it is."
12266,"### Question: i despise horror movies, that is no secret.
### Answer: i, is no."
12267,"### Question: we meet the following stereotypes in order balding loser guy probably divorced, but who knows?
### Answer: we divorced, but who knobs?"
12268,"### Question: oh, and the film is full of wicked little metal orbs whoosing around menacing people.
### Answer: oh, and the is little menacing person."
12269,"### Question: booh!
### Answer: booh!"
12270,"### Question: it starts with some kind of recap of the ending of the previous movie, but this does not explain a lot.
### Answer: it some the, but this does not a lots."
12271,"### Question: if you have seen the first two movies, fine.
### Answer: if you have two monies."
12272,"### Question: consequently, you do not.
### Answer: you not."
12273,"### Question: the only point of interest becomes any splatter effects.
### Answer: any."
12274,"### Question: only to be offed again, literally within a minute.
### Answer: to be, minutes."
12275,"### Question: apart from the first episode all the other become more boring and boring.
### Answer: all the become and."
12276,"### Question: first, it considers it illogical behavior.
### Answer: it it."
12277,"### Question: it all represents a typical halmark way to endear viewers to the reduced amount of intelligence.
### Answer: it all to the amounts intelligence."
12278,"### Question: the main character behaves according to his friend selfish.
### Answer: his friend."
12279,"### Question: this is yet another bad movie that you should probably avoid watching.
### Answer: those is another movies that you should."
12280,"### Question: the movie does eventually bring tears, but it takes too long to get to this.
### Answer: the does, but it takes to get this."
12281,"### Question: this might be the poorest example of amateur propaganda ever made.
### Answer: that might be made."
12282,"### Question: amateurist at best.
### Answer: amateurist."
12283,"### Question: in two thousand and four, i liked it.
### Answer: two thousand and four, i liked it."
12284,"### Question: then it became very stupid.
### Answer: it."
12285,"### Question: it insults children.
### Answer: it."
12286,"### Question: one of the shows i liked was hamtaro.
### Answer: one shows i be."
12287,"### Question: because of its retardedness.
### Answer: because of our preparedness."
12288,"### Question: almost everything in the world has sugar in it!!!
### Answer: everything sugar it!"
12289,"### Question: what stupidity.
### Answer: what."
12290,"### Question: the idea behind this film was a good one.
### Answer: be one."
12291,"### Question: too bad it was not written well.
### Answer: it not written."
12292,"### Question: casting sidney poitier as the fbi agent was a good idea, and he did an outstanding job.
### Answer: as fbi agent be idea, and he did jobs."
12293,"### Question: the director milked the cow dry before the unbelievable final action.
### Answer: cow actions."
12294,"### Question: i will keep this in my collection only as an example of poitier's performances.
### Answer: i will this oily an performance."
12295,"### Question: it is much better.
### Answer: it is."
12296,"### Question: the ending is ridiculous and the story contains no twists, not plot surprises and just a plain bad ending.
### Answer: is and the no, not plots surprised and a plait endings."
12297,"### Question: it just does not happen.
### Answer: it does not."
12298,"### Question: the insurance guy rejected a person obviously in need, etc.
### Answer: guys rejected people needs, etc."
12299,"### Question: yes, more violent that the gun deaths, but more interesting.
### Answer: yes, that the, but."
12300,"### Question: overall, a waste of time.
### Answer: times."
12301,"### Question: starting out, i was a bit interested.
### Answer: i bits."
12302,"### Question: i seriously sat in shock thinking that was the ending?!
### Answer: i that was?!"
12303,"### Question: is this a comedy?!.
### Answer: is this comedies?!."
12304,"### Question: do not waste your time on this film.
### Answer: do not your times films."
12305,"### Question: now there is an ending!
### Answer: there ending!"
12306,"### Question: sadly it was misguided.
### Answer: it."
12307,"### Question: this movie stunk from start to finish.
### Answer: finish."
12308,"### Question: this movie however was slightly below average, yet watchable.
### Answer: this movies be, yet."
12309,"### Question: decent flick, bad acting and ending though...
### Answer: flick, actings and ending"
12310,"### Question: two.
### Answer: two."
12311,"### Question: three.
### Answer: three."
12312,"### Question: simply robbed.. of my time.
### Answer: times."
12313,"### Question: the whole movie is in a room.
### Answer: is rooms."
12314,"### Question: there was promise unfulfilled promise.
### Answer: there."
12315,"### Question: as for the remake, pass on this insult to the original.
### Answer: pass on original."
12316,"### Question: everything in this dire adaptation is overacted.
### Answer: everything is."
12317,"### Question: i think??
### Answer: i?"
12318,"### Question: why was it even made???
### Answer: why it?"
12319,"### Question: the plot was terrible with large gaps of information missing.
### Answer: the missing."
12320,"### Question: the movie did not have the battle of wits feel to me.
### Answer: not wit feel me."
12321,"### Question: the whole movie just felt like wasted time out of my life.
### Answer: the must times my lives."
12322,"### Question: caine has the olivier role in this version and he is paired with jude law.
### Answer: caine the olivier this and he is."
12323,"### Question: the acting is spectacular.
### Answer: is."
12324,"### Question: i really like the chemistry and the clashing of personalities.
### Answer: i and clashings personality."
12325,"### Question: conversations happen repeatedly in different locations.
### Answer: location."
12326,"### Question: the original sleuth was a masterpiece of its kind.
### Answer: be her kino."
12327,"### Question: not only can he not fill larry's shoes, he could not even fill his bathroom slippers.
### Answer: not can he not fell larry, he could not even fill her bathroom skippers."
12328,"### Question: this is more of a half pinter.
### Answer: those is a halves pinters."
12329,"### Question: during the movie i always had the feeling to watch a play.
### Answer: i allays had reeling to watch play."
12330,"### Question: another reason was the look of the movie.
### Answer: another the movie."
12331,"### Question: the acting was really good.
### Answer: wat."
12332,"### Question: the end part is better and more interesting.
### Answer: ends parts is and."
12333,"### Question: the entire film features only law and caine.
### Answer: and."
12334,"### Question: i loved the original.
### Answer: i."
12335,"### Question: strangely though, i actually looked forward to seeing the re make.
### Answer: i the make."
12336,"### Question: the end in the original was fantastic!
### Answer: be!"
12337,"### Question: this?
### Answer: those?"
12338,"### Question: what a pity....
### Answer: what pity"
12339,"### Question: the documentary style works very well for the first half of the movie.
### Answer: movie."
12340,"### Question: when the storyline is bad, than at least make the fights something more interesting.
### Answer: when is, at the fight something interesting."
12341,"### Question: god, she looks nice in this movie.
### Answer: god, she looks movies."
12342,"### Question: i was really, really disappointed.
### Answer: i be."
12343,"### Question: the villain for example.
### Answer: examples."
12344,"### Question: his physical appearance resembled a robot, instead of something out of the chinese culture.
### Answer: your robots, instead something cultures."
12345,"### Question: the final and the worst flaw, were the incorrect, and distorted facts placed in the show.
### Answer: and and the shows."
12346,"### Question: i thought the movie especially the plot needs a lot of work.
### Answer: i a work."
12347,"### Question: the elements of the movie remains westernized and untrue to the attempt of trying to produce an eastern feel in the movie.
### Answer: movies and trying to produce feet movies."
12348,"### Question: the last thing i would point out is the last battle scene of the movie.
### Answer: i would out is battle scenes the movie."
12349,"### Question: i thought this movie was terrible.
### Answer: i movies."
12350,"### Question: i am chinese, so i thought everything was totally wrong.
### Answer: i am, i everything."
12351,"### Question: many of the facts were incorrect.
### Answer: were."
12352,"### Question: many of the actors and actresses were not very great.
### Answer: the and were not."
12353,"### Question: some of the jokes that were supposedly funny were really stupid.
### Answer: some jokes that."
12354,"### Question: mulan was quite accurate.
### Answer: mulan."
12355,"### Question: i believe she is given poor lines.
### Answer: i she is lines."
12356,"### Question: the movie was not that terrible...initially.
### Answer: was not"
12357,"### Question: wendy's reaction to shen was completely natural.
### Answer: wendy's shen be."
12358,"### Question: which brings me to another point.
### Answer: which me another points."
12359,"### Question: it seems like all of the warriors in wendy's family line were women.
### Answer: it like all the in were woman."
12360,"### Question: nevermind that, however let us continue.
### Answer: that, us continue."
12361,"### Question: she is extremely careless even for someone like her.
### Answer: she is someone her."
12362,"### Question: she continues not to care about her training.
### Answer: she not to care your."
12363,"### Question: wendy whoa, talk about pressure.
### Answer: wendy whoa."
12364,"### Question: of course shen let us her, but his character has an excuse.
### Answer: shen us her, but their an."
12365,"### Question: oh, speaking of which.
### Answer: oh, which."
12366,"### Question: do you know what wendy does?
### Answer: do you what?"
12367,"### Question: do you even have to guess?
### Answer: do you to guess?"
12368,"### Question: do not ask.
### Answer: do not."
12369,"### Question: no, worst...since when could she resurrect people?
### Answer: no, when could she resurrect?"
12370,"### Question: so shen is raised from the dead.
### Answer: shen is."
12371,"### Question: he loses way to easily.
### Answer: he ways."
12372,"### Question: then the monks commend wendy on her sacrifice.
### Answer: monks sacrifices."
12373,"### Question: the fact that she did not go to homecoming?
### Answer: facts that she not fo homecomings?"
12374,"### Question: ah hem...moving on.
### Answer: ah hem"
12375,"### Question: it just is not believable.
### Answer: it is not."
12376,"### Question: the story is flat out hideous.
### Answer: is out."
12377,"### Question: it talked about shin being from a monastery in china later identifying it from bejing.
### Answer: it being a china identifying it bejings."
12378,"### Question: but its a distinct nation and it even labels mongolia on the map.
### Answer: but her and it ever label mongolia the map."
12379,"### Question: its bad enough to laugh at and cry over.
### Answer: our to and cry over."
12380,"### Question: the evil eyes thing was cheesy.
### Answer: things."
12381,"### Question: they should have left the evil eyes ending in it.
### Answer: they should have ending it."
12382,"### Question: but instead somehow evil is defeated.
### Answer: but is."
12383,"### Question: yey!
### Answer: yey!"
12384,"### Question: f
### Answer: f"
12385,"### Question: well, maybe not as bad as smart house.
### Answer: well, not."
12386,"### Question: this was just bad.
### Answer: this."
12387,"### Question: they were so fake!
### Answer: they!"
12388,"### Question: to demonstrate how awful bendy poo prom courier really is!!!!!
### Answer: to how is!"
12389,"### Question: how...cozy!!!!!
### Answer: how!"
12390,"### Question: hai!
### Answer: hai!"
12391,"### Question: uh!!!!!
### Answer: uh!"
12392,"### Question: oh, no!!!!!
### Answer: oh, no!"
12393,"### Question: one time everyone!!!!!
### Answer: one everyone!"
12394,"### Question: avoid this one at all costs.
### Answer: all cost."
12395,"### Question: wow.
### Answer: wow."
12396,"### Question: this was probably the worst dcom ever.
### Answer: be dcoms."
12397,"### Question: shin teaches her the skills of a snake, tiger, etc.
### Answer: shin her, tigers, etc."
12398,"### Question: and she has to learn certain techniques to save the world.
### Answer: and she to to save worlds."
12399,"### Question: it was laugh out loud funny watching her cry over shin.
### Answer: it their cru shin."
12400,"### Question: if you like action adventure and corny jokes, you will like this movie.
### Answer: if you and, you will movies."
12401,"### Question: the matrix moves ruined the action, you know that it was absolutely fake.
### Answer: matrix move the, you that it lake."
12402,"### Question: i am ready for the next dcom.
### Answer: i am doom."
12403,"### Question: because that is how chinese parents work.
### Answer: because is how work."
12404,"### Question: asian culture is not about meditation and vague, nature oriented phrases that sound wise.
### Answer: is not and, oriented phrased that sound."
12405,"### Question: even the real bad guys, get killed off too easily without too much of a fight.
### Answer: get off a fight."
12406,"### Question: in the bamboo forest was about the only memorable fight scene.
### Answer: scenes."
12407,"### Question: .what a pity.
### Answer: .what."
12408,"### Question: i loved the first azumi movie.
### Answer: i azumi movie."
12409,"### Question: let us talk about the plus points of the movie.
### Answer: us points movie."
12410,"### Question: ueto aya is cute.
### Answer: ueto aya is."
12411,"### Question: now let us talk about the minus points.
### Answer: us."
12412,"### Question: typical japanese dramas love flashbacks, and this movie too.
### Answer: japanese, and movies."
12413,"### Question: secondly, the movie is too unrealistic in a historical setting.
### Answer: movies is settings."
12414,"### Question: it degrades the show greatly.
### Answer: it."
12415,"### Question: i do not think you see assassins charging into army camps.
### Answer: i do not you armies camps."
12416,"### Question: lastly, the plot was thin in both movies.
### Answer: the both monies."
12417,"### Question: now the duke's slavehelper, he has really all the attention.
### Answer: 's, he has really all attention."
12418,"### Question: the main interest of this film is the landscapes.
### Answer: is."
12419,"### Question: poor lighting and special effects done for the sake of doing so.
### Answer: and done doing."
12420,"### Question: how this pile got through no one can tell.
### Answer: how no one can tell."
12421,"### Question: as for the story, it is just too much!
### Answer: story, it is!"
12422,"### Question: the only good things might be the costumes and some special effects.
### Answer: thing might be costumer and some effect."
12423,"### Question: a labored and disappointing follow up.
### Answer: and up."
12424,"### Question: the original les visiteurs was original, hilarious, interesting, balanced and near perfect.
### Answer: the was and near."
12425,"### Question: lvtwo is a horrible parody of lvone, except of course that a parody should be inventive.
### Answer: is a, that a parodies should be invective."
12426,"### Question: too bad for him, he also stars in ronin.
### Answer: him, he star ronin."
12427,"### Question: where to begin?
### Answer: where to?"
12428,"### Question: arrows with explosive charges in five hundredad?
### Answer: five hundredad?"
12429,"### Question: the heart torn out of his victim's chest without any sense of contact?
### Answer: the victim chests any cense contact?"
12430,"### Question: the ancient danish court represented in classical greek style?
### Answer: stale?"
12431,"### Question: yet again, after watching this sci fi presentation, i am disappointed.
### Answer: sci, i am."
12432,"### Question: that is it.
### Answer: that is it."
12433,"### Question: no one else took part in the battle.
### Answer: no battles."
12434,"### Question: why create extra characters, like finn, that add nothing to the story?
### Answer: why, finn, that add nothing stories?"
12435,"### Question: there was no love story in the poem.
### Answer: there no."
12436,"### Question: i just read a review defending this film because it had a low budget, now my take on things.
### Answer: i a this because it a budget, his takes on thing."
12437,"### Question: the script seemed confused to me.
### Answer: me."
12438,"### Question: that one was only a little disappointing.
### Answer: one."
12439,"### Question: this one is a mess!!!
### Answer: is!"
12440,"### Question: or the bad cgi, or the inconsistency of the characters or the uninspired acting?
### Answer: or, or inconsistencies characters or the actings?"
12441,"### Question: beo wimp is more like it.
### Answer: beo is it."
12442,"### Question: this movie lost me with the crossbow rpg rocket propelled grenade.
### Answer: me grenade."
12443,"### Question: however, even on its own, this movie's plot is not good.
### Answer: its, this plat is not goon."
12444,"### Question: it is just boring, which even the low budget does not excuse.
### Answer: it is, which budget does not excuse."
12445,"### Question: it was staggeringly, overwhelmingly, bad.
### Answer: it."
12446,"### Question: trivial issue compared to what came after.
### Answer: issue what."
12447,"### Question: the unintended focus of the movie was a repeating, compound crossbow with exploding bolts.
### Answer: repeating, exploding bolt."
12448,"### Question: prince unferth observed beowulf's ship's approach using a telescope.
### Answer: prince unferth beowulf approaches using a telescopes."
12449,"### Question: judging from the angle, the prince was in an aircraft of some sort.
### Answer: aircrafts some sorts."
12450,"### Question: fun fact one in bulgaria, fire as from a fireplace creates light without heat.
### Answer: one bulgaria, a light heats."
12451,"### Question: this explains why you could see the actors' breath whether indoors or out.
### Answer: those why you could the whether indoor or."
12452,"### Question: incidentally, beowulf was apparently a veteran of world war ii, yelling incoming!
### Answer: beowulf be veteran world war ii, yelling!"
12453,"### Question: to shred any remaining suspension of disbelief.
### Answer: to any misbelief."
12454,"### Question: even in snow.
### Answer: in."
12455,"### Question: recessive gene, i suppose.
### Answer: i."
12456,"### Question: luckily the wobbling dispelled any concerns over its weight.
### Answer: the any weights."
12457,"### Question: so much for that job at the triage clinic.
### Answer: jobs triages clinics."
12458,"### Question: i feel better now.
### Answer: i."
12459,"### Question: as soon as i heard viking and saw the horned helmets, i groaned.
### Answer: as i and the hornet helmet, i groaned."
12460,"### Question: the swords and armor look like props left over from earlier films set in various historic periods.
### Answer: and over period."
12461,"### Question: thank the gods for bazooka crossbows!
### Answer: crossbow!"
12462,"### Question: first, why is there so much interest in the story.
### Answer: why is there interest stories."
12463,"### Question: and please, horns on helmets?
### Answer: and please, pelmets?"
12464,"### Question: spare me.
### Answer: me."
12465,"### Question: this is insulting.
### Answer: is."
12466,"### Question: it shows in the lack of quality.
### Answer: it qualities."
12467,"### Question: what a waste!
### Answer: what!"
12468,"### Question: this sci fi version ranks with the christopher lambert version.
### Answer: sci the christopher lambert versions."
12469,"### Question: delighted regardless, peter
### Answer: peter"
12470,"### Question: the flaws of the film come from character design, character, absurd additions to the story, the visual effects, the music, and for the most part the acting.
### Answer: visual, music, and dor molt pars the acting."
12471,"### Question: the characters are very limited.
### Answer: are."
12472,"### Question: the special effects are mighty terrible.
### Answer: affects are."
12473,"### Question: no.
### Answer: no."
12474,"### Question: very disappointing and a complete waste of time.
### Answer: and wastes times."
12475,"### Question: and honestly, what the hell was with that mullet?
### Answer: and, what that mullet?"
12476,"### Question: this movie is a farce!
### Answer: is!"
12477,"### Question: in the poem, he rips off grendel's arm with his bare hands!
### Answer: the, he grendel his!"
12478,"### Question: the way grendel is portrayed is impressive however.
### Answer: ways grendel is portrayer is."
12479,"### Question: my english teacher would go insane if she saw this abomination.
### Answer: my would if she saw abominations."
12480,"### Question: aaaaaaah!
### Answer: aaaaaaah!"
12481,"### Question: nope.
### Answer: nope."
12482,"### Question: i have seen high school plays more capably produced.
### Answer: i have producer."
12483,"### Question: heads should roll at sci fi for allowing this steaming pile on the air.
### Answer: should sci."
12484,"### Question: and that is about all that is.
### Answer: and that is all that is."
12485,"### Question: this thing is slow.
### Answer: is."
12486,"### Question: ok, ok, accents are not that important.
### Answer: ok, ok, accents are not."
12487,"### Question: did he ever reload that thing?
### Answer: he thing?"
12488,"### Question: those were rather off too.
### Answer: those."
12489,"### Question: first of all, the animation is very poor.
### Answer: all, is."
12490,"### Question: it looks like a cheap, crappy japanese anime.
### Answer: it, animes."
12491,"### Question: the character designs are even worse.
### Answer: characters design are."
12492,"### Question: they turned him into a monkeydemented bob marleykung fu fighter!
### Answer: they him a bob marleykung lighter!"
12493,"### Question: oh, how evil!
### Answer: oh, how!"
12494,"### Question: man bat is the biggest example.
### Answer: is."
12495,"### Question: even that crappy movie batman robin used it as his origin.
### Answer: even robin it his."
12496,"### Question: in this show, he is a petty jewel thief before becoming mr.
### Answer: he is a becoming mr."
12497,"### Question: after becoming mr.
### Answer: after mr."
12498,"### Question: freeze, guess what?
### Answer: what?"
12499,"### Question: he is still a petty jewel thief!
### Answer: he is thiefs!"
12500,"### Question: no wonder they used it over the one dini created.
### Answer: no they it the one created."
12501,"### Question: none of them were one hundred% loyal to the comics, but they were still very good.
### Answer: note them one hundred% comic, but they were."
12502,"### Question: the one that people praised?
### Answer: that people praised?"
12503,"### Question: have they even looked at a batman comic before?
### Answer: have they looked a batman before?"
12504,"### Question: that makes you a slightly intelligent monkey!
### Answer: this you monkey!"
12505,"### Question: this is the basic layout for an episode penguin steals something.
### Answer: those is an episodes penguin steal something."
12506,"### Question: 'opening credits'.
### Answer: '."
12507,"### Question: batman goes there and get's into trouble.
### Answer: and trouble."
12508,"### Question: batman finds obvious stupid way out of it.
### Answer: batman finds it."
12509,"### Question: penguin escapes.
### Answer: penguin."
12510,"### Question: penguin does something obvious again.
### Answer: penguins something."
12511,"### Question: batman follows.
### Answer: batman."
12512,"### Question: he get's knocked out.
### Answer: he get's knocked out."
12513,"### Question: goes to arkham.
### Answer: arkham."
12514,"### Question: no smarts.
### Answer: no."
12515,"### Question: well first off, i got to say, kudos for originality.
### Answer: well, i to."
12516,"### Question: killer croc wants to flood gotham for no reason.
### Answer: killer croc wands to flood gotham no season."
12517,"### Question: penguin just wants to steal everything.
### Answer: penguin to everything."
12518,"### Question: for no reason.
### Answer: for no."
12519,"### Question: the one that gave mr freeze motives for his crimes?
### Answer: that mr motives her grimes?"
12520,"### Question: maybe they did watch batman robin after all.
### Answer: they batmen rosin."
12521,"### Question: good for you.
### Answer: you."
12522,"### Question: example in btas, bruce is friends with harvey dent, yeah?
### Answer: bruce is harvey dent, yeah?"
12523,"### Question: yet still call themselves batman fans.
### Answer: themselves fan."
12524,"### Question: it is not batman.
### Answer: it is not batman."
12525,"### Question: or whatever.
### Answer: or whatever."
12526,"### Question: they have ruined all the villains.
### Answer: they have ruined all."
12527,"### Question: mr.
### Answer: mr."
12528,"### Question: wtf?
### Answer: wtf?"
12529,"### Question: they have changed riddler to a gothicretro teenage freak.
### Answer: they have freaks."
12530,"### Question: and the joker to an acrobat with dreads.
### Answer: and dreads."
12531,"### Question: he looks like a bob marley wannabe.
### Answer: he bob marley wannabe."
12532,"### Question: the animation is awful and the dialog is terrible.
### Answer: is and dialog is."
12533,"### Question: the batman shows him only in his karate days.
### Answer: batmen show him karates day."
12534,"### Question: not me anyway.
### Answer: not me."
12535,"### Question: i was raised watching the original batman animated series, and am an avid batman graphic novel collector.
### Answer: i aeries, and am an batmen novel collector."
12536,"### Question: warner bros...rethink this!
### Answer: warner bros!"
12537,"### Question: please!
### Answer: please!"
12538,"### Question: its absolute rubbish!
### Answer: its!"
12539,"### Question: now they produce this drivel.
### Answer: they."
12540,"### Question: dc should sue.
### Answer: dc should."
12541,"### Question: i even read a batman comic now and then.
### Answer: i batmen and."
12542,"### Question: this series is nothing.
### Answer: is nothing."
12543,"### Question: no depth whatsoever.
### Answer: no."
12544,"### Question: everything.
### Answer: everything."
