,text
15328,"### Question: and his mother told his mother.
 ### Answer: cane cane."
15329,"### Question: when it comes time for the ball she has no clothes no dress to wear.
 ### Answer: i know."
15330,"### Question: and i wanted to kill him.
 ### Answer: no i don't want it."
15331,"### Question: so there were lots of.
 ### Answer: it's like for me it's like."
15332,"### Question: and i only vomited one time the first day i was there.
 ### Answer: yes."
15333,"### Question: and it was like a dream come true.
 ### Answer: and the man the prince and the prince."
15334,"### Question: and says.
 ### Answer: help help."
15335,"### Question: and he was practicing with his kicks in the front yard.
 ### Answer: the end?"
15336,"### Question: he follows her.
 ### Answer: and he tell him."
15337,"### Question: she.
 ### Answer: first, boy outside kicking the ball."
15338,"### Question: looks like the lamp is broken the window is broken.
 ### Answer: yeah."
15339,"### Question: oh okay.
 ### Answer: hello."
15340,"### Question: and cinderella says.
 ### Answer: this right there wow!"
15341,"### Question: and then eventually he tried it on cinderella after a long time.
 ### Answer: and she something to see."
15342,"### Question: okay.
 ### Answer: man."
15343,"### Question: and the four mice they're just sitting.
 ### Answer: probably i can't talk."
15344,"### Question: it was a couple weeks.
 ### Answer: and the mom says."
15345,"### Question: well there's this one girl.
 ### Answer: jelly on the dudder."
15346,"### Question: so it went through a glass window in someone's house.
 ### Answer: the the the."
15347,"### Question: but her mother stepmother said.
 ### Answer: hello!"
15348,"### Question: well he picked this girl.
 ### Answer: wow thank you."
15349,"### Question: and i would open the jar.
 ### Answer: and then the she she took the tea and he took the tea and bust out."
15350,"### Question: i said.
 ### Answer: okay."
15351,"### Question: he wants to see him now.
 ### Answer: right."
15352,"### Question: count to ten as fast as you can.
 ### Answer: the the ball went over and over and crashed."
15353,"### Question: the neighbor looked out with the ball in his hand accusingly at whoever kicked it.
 ### Answer: uhoh!"
15354,"### Question: after that time the ball was over.
 ### Answer: and she says and she says."
15355,"### Question: and so the fairy godmother worked her magic and created a carriage out of a pumpkin.
 ### Answer: yeah."
15356,"### Question: and they start a new family.
 ### Answer: and firstnamer has helped me out tremendously."
15357,"### Question: bulls they let the dog in the room.
 ### Answer: you should talking."
15358,"### Question: so she hasta go back before he sees who she really is.
 ### Answer: bihbeebuhbahbeeboo yeah whatever."
15359,"### Question: and my whole life changed after that.
 ### Answer: and it's is it cilerella."
15360,"### Question: as long as he's under twelve the parents are you know the owner of the house is screwed.
 ### Answer: i don't know."
15361,"### Question: i was very joyous.
 ### Answer: so meeting princess."
15362,"### Question: i can live with that.
 ### Answer: one two."
15363,"### Question: and unfortunately i mean it was in monsoon season.
 ### Answer: rain rain rain."
15364,"### Question: wall street.
 ### Answer: so it's this is light."
15365,"### Question: and of course it does not fit.
 ### Answer: the woman."
15366,"### Question: and janey's dad was outside mowing a lawn.
 ### Answer: holy tats."
15367,"### Question: so she runs out saying.
 ### Answer: starts and and."
15368,"### Question: then you get your peanut butter.
 ### Answer: oh raining the boy is raining."
15369,"### Question: because now they can see themselves married to the prince.
 ### Answer: yes."
15370,"### Question: well the story begins with a mother who obviously has told her son to take an umbrella out because it's gonna rain.
 ### Answer: i have it's raining and where did it go?"
15371,"### Question: and a dog comes and chases the cat up a tree.
 ### Answer: two three."
15372,"### Question: and one of the medications they gave him was prednisone which is a steroid.
 ### Answer: umbrella or wet."
15373,"### Question: and then the last part of that in assisi we went to where francis was a monk and where his community was.
 ### Answer: hold on hold on hold on."
15374,"### Question: at the strike of midnight she runs out because she realizes that the pumpkin is gonna the coach is gonna turn back into a pumpkin.
 ### Answer: mac."
15375,"### Question: and they went to the ball.
 ### Answer: yeah."
15376,"### Question: i would then take two slices of bread from the package.
 ### Answer: and."
15377,"### Question: what's wrong with you?
 ### Answer: okay."
15378,"### Question: and in this ball they cordially invite all these girls.
 ### Answer: yeah."
15379,"### Question: so cinderella was at the ball having such a wonderful time.
 ### Answer: oh and yeah."
15380,"### Question: but there was a fairy godmother who ends up you know helping, working some magic.
 ### Answer: three kids."
15381,"### Question: and she was worried about it.
 ### Answer: and happy every after."
15382,"### Question: put them on a plate.
 ### Answer: it's alright."
15383,"### Question: and the pumpkin that she's sitting on turns into a carriage.
 ### Answer: thousand two."
15384,"### Question: there was a girl a guy from turkey.
 ### Answer: oh my god."
15385,"### Question: the wicked stepmother was not interested in letting cinderella go.
 ### Answer: the sisters can't fit it."
15386,"### Question: no i must go.
 ### Answer: you say aw of my."
15387,"### Question: and they wanted to marry the prince one of them.
 ### Answer: oh gosh."
15388,"### Question: but she hadta leave by the stroke of midnight or all her magic went away.
 ### Answer: white there."
15389,"### Question: but he's he's attempting to rescue her from the swollen stream.
 ### Answer: it's."
15390,"### Question: so she you know has the magic wand and she gives she she's dressed in this beautiful dress.
 ### Answer: yeah."
15391,"### Question: did you were you there the other night?
 ### Answer: big big stuff was nice right there."
15392,"### Question: we had to to we were caught by a lockdown in her house.
 ### Answer: i can't talk thing."
15393,"### Question: and they were both killed in the fire bombing in dresden just before the war was over.
 ### Answer: the not a hospital firefighter."
15394,"### Question: and the mice were trying to run from him.
 ### Answer: one peanut butter."
15395,"### Question: she looks distressed.
 ### Answer: and he ticked it right the father's window and knocks over a lamp."
15396,"### Question: but it's true.
 ### Answer: ."
15397,"### Question: and one of them looked at me.
 ### Answer: yeah."
15398,"### Question: so i wanna see her.
 ### Answer: wow queen."
15399,"### Question: well lo and behold in his search his search was successful.
 ### Answer: that's good though."
15400,"### Question: and she hadta do all the chores for her two stepsisters.
 ### Answer: and then slice it."
15401,"### Question: but told her that at the stroke of midnight she hadta be home because everything the coach would turn back into a pumpkin.
 ### Answer: and."
15402,"### Question: so he ends up going to cinderella's house.
 ### Answer: oh boy."
15403,"### Question: isn't your son james rob?
 ### Answer: you know day in and day out."
15404,"### Question: and she goes to meet the prince.
 ### Answer: oh oh boy."
15405,"### Question: and she wishes she could go.
 ### Answer: and he thought he loved her."
15406,"### Question: kid you ain't getting this back.
 ### Answer: ah."
15407,"### Question: there was an edict from the there was a king and a prince and a king queen and a prince that was the head of the land.
 ### Answer: this catch catch catch."
15408,"### Question: it was in july.
 ### Answer: you bad."
15409,"### Question: it doesn't look like she does.
 ### Answer: one."
15410,"### Question: now i don't know who has called the fire department.
 ### Answer: mhm."
15411,"### Question: and so cinderella's life pretty much consists of doing a lot of chores and taking care of her stepsiblings and or her stepsisters and their mother.
 ### Answer: i'm the."
15412,"### Question: comes and and tells cinderella that there to go up in the attic.
 ### Answer: it's gonna be better."
15413,"### Question: but it's still you know jelly.
 ### Answer: yes."
15414,"### Question: and the firefighters are rushing in in all their gear which is interesting because it's not an actual fire.
 ### Answer: i dunno."
15415,"### Question: and they eventually just called her cinderella.
 ### Answer: and headache."
15416,"### Question: and it knocked over his lamp.
 ### Answer: oh man is up."
15417,"### Question: her stepsisters and mom came back home.
 ### Answer: ."
15418,"### Question: it could be raspberry or strawberry whatever i happen to have.
 ### Answer: being little."
15419,"### Question: so he decides he's gonna go back and get it.
 ### Answer: ."
15420,"### Question: i have found the prince's princess.
 ### Answer: legs."
15421,"### Question: and was just kind of out of it totally and seen as hopeless.
 ### Answer: me."
15422,"### Question: so he turns around and hurries back home as fast as he can.
 ### Answer: it's cinderella."
15423,"### Question: but cinderella.
 ### Answer: yes."
15424,"### Question: and she hasta run home because the magic is wearing off.
 ### Answer: damn."
15425,"### Question: and her mice friends helped her fix it up.
 ### Answer: okay."
15426,"### Question: and they were they were rather homely.
 ### Answer: and hail."
15427,"### Question: and then all of a sudden she realizes the clock is about to strike midnight.
 ### Answer: no."
15428,"### Question: and dad is also stuck in the tree.
 ### Answer: oh no but i love you."
15429,"### Question: she was the daughter of two loving parents.
 ### Answer: is gonna be the doctor say."
15430,"### Question: and he falls in love with her.
 ### Answer: but but okay."
15431,"### Question: and he hides it cooking.
 ### Answer: but this is not good."
15432,"### Question: and then he has to tell his mom she was right.
 ### Answer: ."
15433,"### Question: stan and sarah decided to go whitewater rafting.
 ### Answer: ah!"
15434,"### Question: most of them didn't speak any english.
 ### Answer: all the time they cut this one."
15435,"### Question: and it fit.
 ### Answer: i i wanna talk everything for reals but i forgot everything."
15436,"### Question: and and as it evolves he cast about his domain.
 ### Answer: jay balls."
15437,"### Question: some people like strawberry.
 ### Answer: i know."
15438,"### Question: there was this little girl lost in high waters.
 ### Answer: yeah."
15439,"### Question: and the eventually the father decided that he really wanted to marry again.
 ### Answer: and ambulance."
15440,"### Question: and he's drenched.
 ### Answer: unhunh."
15441,"### Question: none of them fit.
 ### Answer: is this is okay?"
15442,"### Question: okay it seems to be a pretty spring day.
 ### Answer: i like to sake hands for people."
15443,"### Question: she's not holding onto anything but she's caught up in a whirlpool.
 ### Answer: maybe yes maybe no."
15444,"### Question: but she had lost her glass sipper slipper.
 ### Answer: oh boy and oohboy."
15445,"### Question: and yielded to the firemen who plucked it out of the tree.
 ### Answer: the okay bread and and bread and and peanut butter."
15446,"### Question: and they said.
 ### Answer: oh my god."
15447,"### Question: as she was trying to leave before anybody were to see her change she got barely home.
 ### Answer: yeah."
15448,"### Question: and she and the cat were playing.
 ### Answer: ."
15449,"### Question: i didn't know anything about.
 ### Answer: oh my goodness gracious."
15450,"### Question: and she manages to get out, try on the slipper and go home with the prince.
 ### Answer: scrub floor."
15451,"### Question: it's much heavier.
 ### Answer: no."
15452,"### Question: and cinderella was really pretty.
 ### Answer: dead."
15453,"### Question: i would get the jelly out out of the out of the refrigerator.
 ### Answer: so he tried on the slipper."
15454,"### Question: and close it up.
 ### Answer: come on."
15455,"### Question: but that's the idea.
 ### Answer: booshdose."
15456,"### Question: so the highlight of my day was watching jeopardy.
 ### Answer: now i say."
15457,"### Question: and her barnyard friends revealed the secret chest to her which she opened to a book of magic.
 ### Answer: yeah."
15458,"### Question: and the prince dances with her.
 ### Answer: green come here."
15459,"### Question: alright.
 ### Answer: what are doing here?"
15460,"### Question: and by the looks of his face he looks stuck as well.
 ### Answer: another man yeah."
15461,"### Question: i guess that's his daddy.
 ### Answer: tun tour."
15462,"### Question: but she's downstairs.
 ### Answer: oh god."
15463,"### Question: we were playing a round robin tournament out in salem massachusetts which was about an hour and half from our school.
 ### Answer: no."
15464,"### Question: okay.
 ### Answer: i don't know."
15465,"### Question: she made sure that there was a a carriage to take her take cinderella to the ball.
 ### Answer: not so good."
15466,"### Question: probably makes him mad.
 ### Answer: i forgot this one."
15467,"### Question: first you assemble all the ingredients that you'll need.
 ### Answer: dancing dancing."
15468,"### Question: so so tonight for example we're having this like cocktail party.
 ### Answer: what?"
15469,"### Question: she goes to the ball and meets the prince somebody.
 ### Answer: but cinderella wanna yeah."
15470,"### Question: and so the fairy godmother wished her wand.
 ### Answer: oy."
15471,"### Question: i'm the burden vessel.
 ### Answer: the man a ladder a cat."
15472,"### Question: i like it to be a little golden brown but not so much that you can actually see the marks in the bread.
 ### Answer: son."
15473,"### Question: and we identified this little girl who was three years old and needed a family.
 ### Answer: and go."
15474,"### Question: looks like susie's cat got stuck in the tree.
 ### Answer: and this one right there."
15475,"### Question: and it had been a long and horrific labor.
 ### Answer: i don't know."
15476,"### Question: so that's why they ever told me.
 ### Answer: okay."
15477,"### Question: but cinderella produced the other slipper and said.
 ### Answer: no no but no hunhunh."
15478,"### Question: but i you would i would take two pieces of bread.
 ### Answer: yes."
15479,"### Question: and when they get to where our heroine lives the the bad women try on the slipper.
 ### Answer: up and up and up believe me."
15480,"### Question: then he took his umbrella and went off.
 ### Answer: and oh yeah."
15481,"### Question: and then you get another i usually get another knife.
 ### Answer: uhhuh!"
15482,"### Question: and they lock her in somewhere.
 ### Answer: and so the mom made it do it."
15483,"### Question: but the stepmother said no.
 ### Answer: tuna fish, always tuna."
15484,"### Question: and my folks never had much money.
 ### Answer: six six a week and six."
15485,"### Question: and i walked over to it.
 ### Answer: oy."
15486,"### Question: and she danced.
 ### Answer: yeah."
15487,"### Question: but rather than wandering through the woods blind and sullied in their foot they would just have to wander the woods.
 ### Answer: boots yeah."
15488,"### Question: looks like that she was in a an area where there was rocky or stony or cliff type things.
 ### Answer: wait wait you you gotta wait."
15489,"### Question: and she lived happily ever after marrying the prince.
 ### Answer: he put up something."
15490,"### Question: cinderella was not invited.
 ### Answer: that shoe?"
15491,"### Question: sometimes i mix the strawberry and the grape together.
 ### Answer: umbrella."
15492,"### Question: and she wasn't given the best food to eat.
 ### Answer: wing ding ding ding right there."
15493,"### Question: and the new stepmother had two daughters.
 ### Answer: one two three four five."
15494,"### Question: and she loses a glass slipper while she's running away.
 ### Answer: she's in."
15495,"### Question: mister smith was sitting calmly in his chair in his living room when the soccer ball crashed through the pane of glass knocking over a lamp on his table and startling old mister smith.
 ### Answer: so the princess slipped on the the slipper."
15496,"### Question: and her fairy godmother showed up and and with a little hocuspocus magic gave cinderella a beautiful dress, a carriage, some dudes to drive the carriage.
 ### Answer: and i like bead all the bead."
15497,"### Question: and it flooded one of the no one of the streets.
 ### Answer: one o'clock."
15498,"### Question: and in the middle of her running she lost a glass slipper.
 ### Answer: okey dokey."
15499,"### Question: and i think she wanted to go to a ball where the prince was going to be and everything anything like that.
 ### Answer: alright."
15500,"### Question: well i said.
 ### Answer: assistance you know?"
15501,"### Question: and she runs as fast as she can away from the prince to hide that she really is wearing pauper clothes.
 ### Answer: oh my god."
15502,"### Question: take it out.
 ### Answer: well think fort worth hospital doctor lastnameb and firstnamec and firstnamea."
15503,"### Question: in the first picture we have little boy setting setting off for school.
 ### Answer: no."
15504,"### Question: he eventually found out it belonged to cinderella.
 ### Answer: mhm."
15505,"### Question: and the prince is and cinderella are very happy.
 ### Answer: weeping weeping."
15506,"### Question: okay.
 ### Answer: peanut,,."
15507,"### Question: and i'd spread the peanut butter very nice and neatly on the other side.
 ### Answer: books."
15508,"### Question: and rosary in my hand.
 ### Answer: no no."
15509,"### Question: and even having to cook all the meals.
 ### Answer: dedoo."
15510,"### Question: and he just stood on it.
 ### Answer: someday one day here he he no she had the no the mother that they had party from the castle."
15511,"### Question: i don't need an umbrella today.
 ### Answer: no do nobuhbody here."
15512,"### Question: dip the knife in.
 ### Answer: oh but oh my god no."
15513,"### Question: and she's happy.
 ### Answer: a dog barking."
15514,"### Question: she's trying to call the cat.
 ### Answer: bottom."
15515,"### Question: but her eh in her distress her fairy godmother showed up and granted her the opportunity to have a a gorgeous gown and shoes and and carriage and horse.
 ### Answer: and say."
15516,"### Question: city directory says you're married.
 ### Answer: right here."
15517,"### Question: and he's looking a bit sheepish little sammy.
 ### Answer: yes."
15518,"### Question: and i'd have to sit at this machine.
 ### Answer: i was manager of gmac."
15519,"### Question: close up the bag to the bread.
 ### Answer: yes oh oh just amazing!"
15520,"### Question: the interview with the personnel manager went very well.
 ### Answer: and i wasn't everything."
15521,"### Question: okay.
 ### Answer: oh man i love him."
15522,"### Question: plus you weren't even there.
 ### Answer: oh good you and you."
15523,"### Question: and i was hysterical crying.
 ### Answer: yeah."
15524,"### Question: you know we had we had great weather for the whole week.
 ### Answer: the ball break the the ball break the window."
15525,"### Question: who looks mighty foolish.
 ### Answer: and new."
15526,"### Question: and his mother mother gave him the umbrella.
 ### Answer: i can't remember."
15527,"### Question: and everything's fine after they check her out.
 ### Answer: and."
15528,"### Question: she's like.
 ### Answer: you see this is the."
15529,"### Question: you spread your peanut butter on it.
 ### Answer: oh three of them?"
15530,"### Question: she goes to the ball.
 ### Answer: yeah."
15531,"### Question: mhm.
 ### Answer: and the and then the him do the rain."
15532,"### Question: put it together.
 ### Answer: nice you got a nice dress what nice suit, tie and everything."
15533,"### Question: i don't wanna take an umbrella.
 ### Answer: okay i'll do it."
15534,"### Question: and ran home.
 ### Answer: and the jelly, spread it."
15535,"### Question: she got to her coach.
 ### Answer: leg hit one more time."
15536,"### Question: they were her friends.
 ### Answer: yes."
15537,"### Question: they were big.
 ### Answer: oh ooh."
15538,"### Question: and after time passes then we see that cinderella is not living with them as a sibling but rather as a servant.
 ### Answer: okay."
15539,"### Question: so we got there first.
 ### Answer: a book."
15540,"### Question: and lo and behold cinderella showed up.
 ### Answer: mhm."
15541,"### Question: everybody liked cinderella.
 ### Answer: and then here."
15542,"### Question: it was in the bahamas this time with friends from the sailing club.
 ### Answer: okay."
15543,"### Question: and and she's also given these glass slippers to wear.
 ### Answer: and."
15544,"### Question: i think the single most important thing that ever happened to me in my life was that i was driving home from a graduate school class on i forty outside of knocksville tennesse.
 ### Answer: and then and bleach together."
15545,"### Question: so he put out some sort of call for women to come to a ball so that his son can find a bride.
 ### Answer: oh yes."
15546,"### Question: and the ugly mean stepsisters are very excited.
 ### Answer: fair fair."
15547,"### Question: and her dad went up tree for the cat.
 ### Answer: here he go."
15548,"### Question: the mother was just lecturing her son about the need to take an umbrella if he was going out.
 ### Answer: oh!"
15549,"### Question: but the stepsisters were happy.
 ### Answer: and the cinnerella."
15550,"### Question: and she began to lose track of time.
 ### Answer: then i was."
15551,"### Question: and so the fire department comes to get him down.
 ### Answer: umbrella."
15552,"### Question: means we'll go with our marriage.
 ### Answer: mhm."
15553,"### Question: and she was screaming for help.
 ### Answer: no."
15554,"### Question: and then put the bread on the plate.
 ### Answer: my exercise."
15555,"### Question: and she would do all the cleaning.
 ### Answer: a boy kick the house."
15556,"### Question: so he gets the ladder.
 ### Answer: and then the other one the dog it scared him up."
15557,"### Question: and they got both dad and spotty down from the tree.
 ### Answer: and odyssey was very good for a p h d."
15558,"### Question: but when we decided i was playing in my home church.
 ### Answer: wow."
15559,"### Question: i cannot think of that word right now.
 ### Answer: and he had fun."
15560,"### Question: well first you need bread.
 ### Answer: why he he she doesn't good like this?"
15561,"### Question: but he doesn't know where she lives.
 ### Answer: oh firstnames and ex son."
15562,"### Question: and he's sopping soaking wet.
 ### Answer: i can't talk either."
15563,"### Question: well cinderella was cleaning the house.
 ### Answer: and then that sprinkly person."
15564,"### Question: and he walks back and asks his mother for the umbrella.
 ### Answer: and that's end of the story."
15565,"### Question: and and they were really really mean to her.
 ### Answer: okay the umbrella."
15566,"### Question: what is going on here?
 ### Answer: oh oh oh!"
15567,"### Question: anyway he's up in the tree trying to get the cat.
 ### Answer: yeah."
15568,"### Question: the tour bus is coming.
 ### Answer: okay."
15569,"### Question: .
 ### Answer: so i didn't know what happened."
15570,"### Question: the prince is having a party.
 ### Answer: oh my good i my umbrella was there."
15571,"### Question: there's puddles everywhere.
 ### Answer: alright."
15572,"### Question: he says.
 ### Answer: and group here with the thing."
15573,"### Question: the the slipper breaks.
 ### Answer: alright."
15574,"### Question: and that's the peanut butter and jelly sandwich.
 ### Answer: and and there."
15575,"### Question: cinderella is told if she gets all of her if all of her chores are done then she can go to the ball.
 ### Answer: my umbrella get wet."
15576,"### Question: cut it in half.
 ### Answer: and the the jump up."
15577,"### Question: other people are helping him.
 ### Answer: and i wet."
15578,"### Question: it had been raining for days and days.
 ### Answer: well i at the at the at the restaurant i'm really bad."
15579,"### Question: and a younger male decides to help the little girl out by climbing the tree to help get her kitten down.
 ### Answer: but one one."
15580,"### Question: oh now i see the sequence.
 ### Answer: balls."
15581,"### Question: you don't want too much.
 ### Answer: and mm oh what the maid."
15582,"### Question: relax!
 ### Answer: okay okay."
15583,"### Question: and so he was out there practicing his dribbling.
 ### Answer: and i said."
15584,"### Question: and and it was just absolutely beautiful when she heard the clock strike.
 ### Answer: come and see what what you."
15585,"### Question: and she got out and went in.
 ### Answer: because check everything."
15586,"### Question: and you'll spread some jelly on it.
 ### Answer: yeah boot yeah."
15587,"### Question: you're gonna need peanut butter and jelly, a knife or a spoon.
 ### Answer: long time ago."
15588,"### Question: so i said.
 ### Answer: i can't oh you know!"
15589,"### Question: and knocks over a lamp, breaking the window and and probably breaking the lamp.
 ### Answer: no no."
15590,"### Question: it's the simplest things.
 ### Answer: yeah."
15591,"### Question: lay them down flat side by side.
 ### Answer: yeah."
15592,"### Question: the end.
 ### Answer: yeah go yeah yeah yup."
15593,"### Question: she'll have to jump off of her tricycle to do it.
 ### Answer: yeah."
15594,"### Question: we would go for a long walks.
 ### Answer: no no no."
15595,"### Question: mom i'm wet.
 ### Answer: you hasta this and you hasta go."
15596,"### Question: when suddenly some magical event appeared occurred.
 ### Answer: and my wife."
15597,"### Question: the ladder fell down.
 ### Answer: i say."
15598,"### Question: don't leave.
 ### Answer: yeah."
15599,"### Question: and i opened up that book.
 ### Answer: in the bang!"
15600,"### Question: well he doesn't adhere to it.
 ### Answer: and the fit him in."
15601,"### Question: and here came the ball.
 ### Answer: yes."
15602,"### Question: and you should take your umbrella with you to school.
 ### Answer: and it's like first one it's like."
15603,"### Question: put them together.
 ### Answer: and oh mm what the maid."
15604,"### Question: so here comes the fire department.
 ### Answer: help, help!"
15605,"### Question: so he can sit on his lap and all that kind of good stuff that dogs prefer.
 ### Answer: men."
15606,"### Question: and he is very obviously very enamored of her.
 ### Answer: i forget the name."
15607,"### Question: we're gonna be in trouble.
 ### Answer: and."
15608,"### Question: and her dad got out the ladder.
 ### Answer: shaving."
15609,"### Question: take out two slices.
 ### Answer: okay okay."
15610,"### Question: and cinderella is in tears.
 ### Answer: frown drown."
15611,"### Question: and says to mom.
 ### Answer: and then two three four five six seven eight nine ten eleven twelve o'clock."
15612,"### Question: .
 ### Answer: it is hard."
15613,"### Question: he then took a ladder dad did.
 ### Answer: and dog bother running stairs."
15614,"### Question: and she is running out the door.
 ### Answer: right yes."
15615,"### Question: uhoh but now the cat is stuck.
 ### Answer: yeah."
15616,"### Question: and happy.
 ### Answer: and squash it."
15617,"### Question: it was my ship at the time.
 ### Answer: and he thought one day he he thought something that my my mother my or my my aunt my aunt."
15618,"### Question: i wish i didn't live this life.
 ### Answer: and she says."
15619,"### Question: the child doesn't want the umbrella.
 ### Answer: ."
15620,"### Question: she was dancing with the prince.
 ### Answer: so it's it it's it's i i think it's good except my stroke."
15621,"### Question: oops it's starting to rain.
 ### Answer: and that glen burnie driving."
15622,"### Question: i retired from them last august.
 ### Answer: then did she have another one you keep on top."
15623,"### Question: you know it's like you know.
 ### Answer: i can't read."
15624,"### Question: and her dad said.
 ### Answer: lamp."
15625,"### Question: so the prince is beside himself.
 ### Answer: it rain again."
15626,"### Question: but she lost her glass slipper on the way.
 ### Answer: no yeah no yeah yeah yeah yeah."
15627,"### Question: and a fire truck is going by.
 ### Answer: yeah."
15628,"### Question: she must be headed to school.
 ### Answer: but in the center and the center i lost speech and hearing."
15629,"### Question: he runs back home.
 ### Answer: we i one two three four five six."
15630,"### Question: this picture is centered around the fact that the family cat went up to the tree.
 ### Answer: one two three four five six seven eight."
15631,"### Question: and so she went off on her in her coach and went.
 ### Answer: and nice cinderella was nice."
15632,"### Question: and that keeps her happy.
 ### Answer: and i i i well first in the hospital."
15633,"### Question: well there's a mean old lady.
 ### Answer: and his his father want to go to the sodder into the cat."
15634,"### Question: they get married.
 ### Answer: yoh no i gotta go!"
15635,"### Question: they're so happy they don't realize the time has gone by.
 ### Answer: i have a speech problem with my stroke."
15636,"### Question: suddenly her fairy godmother appeared and said.
 ### Answer: and the bet go."
15637,"### Question: and the woman of his dreams.
 ### Answer: you think?"
15638,"### Question: we love you.
 ### Answer: i said."
15639,"### Question: she encouraged her dad to get the ladder because they lived right across the street.
 ### Answer: i don't wanna say."
15640,"### Question: and it was you know with all these expectations and and all these challenges.
 ### Answer: yes."
15641,"### Question: and it knocked over the lamp right over onto his dad.
 ### Answer: oh six walks walks months."
15642,"### Question: at one point the handsome prince arrived in the house.
 ### Answer: worker rescue worker."
15643,"### Question: come together and slice in half.
 ### Answer: and then on my stroke she has been so nice."
15644,"### Question: she goes.
 ### Answer: he white here."
15645,"### Question: but this is an old post war building.
 ### Answer: and he says."
15646,"### Question: and then lo and behold her fairy godmother appears.
 ### Answer: done."
15647,"### Question: and and and and try to force me different.
 ### Answer: first was very bread bread."
15648,"### Question: and so at first things are okay.
 ### Answer: annette's not that's not where's firstnamea?"
15649,"### Question: so he goes outside anyway.
 ### Answer: alright."
15650,"### Question: i said.
 ### Answer: a prince yes yes yes."
15651,"### Question: and she really wanted to go.
 ### Answer: but went went to the not beautiful to go."
15652,"### Question: rodney has.
 ### Answer: three wheels."
15653,"### Question: okay.
 ### Answer: and then."
15654,"### Question: and the water was still rising.
 ### Answer: lion, tigers."
15655,"### Question: and the mice are poof become the i don't know what you call it the chariot attendants.
 ### Answer: yeah you know."
15656,"### Question: and i started noticing that my life was getting lighter.
 ### Answer: mhm yeah."
15657,"### Question: and there's a little girl in the boat.
 ### Answer: rain."
15658,"### Question: so little amina went outside to play with her cat.
 ### Answer: and whoa!"
15659,"### Question: and spread it on one side of the bread.
 ### Answer: and then a little jam or jam jam."
15660,"### Question: once upon a time there was a little boy.
 ### Answer: and and dad you know go back and one you know two o'clock go to tewksbury."
15661,"### Question: i told you so bennet.
 ### Answer: and say."
15662,"### Question: and he walks in the door.
 ### Answer: what?"
15663,"### Question: and now cinderella was now outside in the courtyard.
 ### Answer: and she goes in the in the circus."
15664,"### Question: and crashes in and breaks the window.
 ### Answer: and butter butter no."
15665,"### Question: and his mom said.
 ### Answer: mhm mhm."
15666,"### Question: you best take your umbrella.
 ### Answer: so i have it one one time."
15667,"### Question: mhm.
 ### Answer: and oh i golf ball."
15668,"### Question: she cooks for them and cleans for them.
 ### Answer: oh no."
15669,"### Question: he could be in the ambulance system.
 ### Answer: takebris."
15670,"### Question: and he fell in love with her.
 ### Answer: dingging."
15671,"### Question: and you know it was just partly partly it was because of that and partly because my husband and i were so thrilled to be marrying one another we stood at that alter and simply sobbed while we said our vows to one another.
 ### Answer: i did it."
15672,"### Question: and he suddenly kicks it.
 ### Answer: the jelly and peanut butter and plate and two piece of bread and knife."
15673,"### Question: then sure enough cinderella fit.
 ### Answer: housework."
15674,"### Question: now it's really raining.
 ### Answer: yeah."
15675,"### Question: so it's an unsatisfactory conclusion.
 ### Answer: it's hard to do that."
15676,"### Question: and i can't tell you what the consequences were.
 ### Answer: sorry."
15677,"### Question: and the king he's pretty happy with himself because he thinks he's finally found a girl that the prince may be able to like.
 ### Answer: and peanut butter on the knife and spread it."
15678,"### Question: the cat is stuck in the tree.
 ### Answer: yes."
15679,"### Question: and but she had given her some lovely glass slippers to wear.
 ### Answer: oh wow terrorists."
15680,"### Question: one two three four five six.
 ### Answer: hmhm."
15681,"### Question: and it wouldn't fit wouldn't fit anybody.
 ### Answer: he he did the."
15682,"### Question: it was just and we had two pillows each you know.
 ### Answer: i know."
15683,"### Question: and the firemen hafta come and rescue.
 ### Answer: right?"
15684,"### Question: the soccer ball nen lands next to the it hits a lamp.
 ### Answer: gone."
15685,"### Question: and it sure doesn't fit the fat foot of the wicked stepmother.
 ### Answer: oh i got."
15686,"### Question: it fit her.
 ### Answer: okay."
15687,"### Question: and the two sisters start planning their outfits.
 ### Answer: no no one two three four."
15688,"### Question: and she was available to take care of ella.
 ### Answer: no."
15689,"### Question: spread your peanut butter on the bread.
 ### Answer: the school girl after her cat."
15690,"### Question: the fairy godmother said.
 ### Answer: brr coat raincoat."
15691,"### Question: i guess that's the stepmother.
 ### Answer: see?"
15692,"### Question: there appears to be a cat who has run up a tree.
 ### Answer: alright."
15693,"### Question: and she grows up without her father, just with the stepmom.
 ### Answer: and no not good at all."
15694,"### Question: it might rain.
 ### Answer: or did he pass away."
15695,"### Question: and there's nothing we can do about that.
 ### Answer: i i know."
15696,"### Question: it's very wet and rainy.
 ### Answer: because hit y called out call call this one in there."
15697,"### Question: then you take the two pieces of bread with the peanut butter and the jelly on the inside.
 ### Answer: happy."
15698,"### Question: and that's it.
 ### Answer: i know!"
15699,"### Question: but the two girls you know of course they were going.
 ### Answer: that's."
15700,"### Question: and it starts sprinkling.
 ### Answer: and the window broken and a ball yeah."
15701,"### Question: and she says all of a sudden it's midnight.
 ### Answer: oh."
15702,"### Question: but then he turns around.
 ### Answer: and horse and pumpkin or larger and and."
